revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,S_true,retention_percentage
50.3,2,8.1,5,55,0,87.9,51.06
131.4,0,5.5,6,40,1,19.91,2.6
17.9,4,6.7,4,68,3,220.61,93.34
73.6,1,5.6,5,13,1,35.07,8.34
70.2,1,6.2,6,106,0,45.55,18.85
57.0,2,4.5,5,57,2,51.22,29.86
162.3,2,6.2,3,29,0,80.08,10.64
24.5,0,6.2,9,37,0,18.46,25.39
7.2,2,7.2,5,70,0,91.3,91.48
54.0,0,6.8,7,35,0,20.17,4.6
63.2,2,4.9,5,133,0,68.84,37.28
41.6,3,7.9,4,53,0,166.51,77.09
11.6,3,6.8,5,121,2,143.08,92.8
34.2,2,6.8,5,63,0,78.01,63.4
18.5,1,6.5,5,83,0,45.53,70.66
27.3,0,5.8,5,80,3,20.46,28.11
50.2,3,6.8,5,43,1,123.46,61.02
66.1,0,7.1,3,83,2,29.03,12.09
13.2,1,4.2,5,45,0,31.03,67.47
25.4,0,5.8,3,20,0,24.1,33.34
15.6,0,6.2,2,51,0,27.93,51.97
11.1,2,6.8,9,27,0,58.19,82.66
73.9,0,8.1,6,44,0,24.99,5.17
115.7,3,5.5,6,56,0,130.79,37.36
22.7,1,5.9,5,33,0,40.06,51.66
67.3,0,5.8,8,77,0,21.41,4.01
109.6,1,5.5,6,45,1,36.32,4.08
90.3,0,6.0,7,26,0,19.68,0.0
10.2,0,7.5,4,33,1,25.07,66.28
150.8,2,5.1,9,61,1,58.97,3.89
23.2,0,7.1,7,49,2,21.4,32.3
20.4,3,4.3,8,67,0,91.38,81.86
3.6,0,5.8,3,61,2,23.91,84.8
32.5,0,6.1,4,31,2,20.81,15.13
6.0,3,8.7,4,40,0,160.91,94.69
14.2,1,6.1,4,89,3,39.81,66.25
18.8,0,3.6,8,34,3,11.72,21.03
79.9,1,3.9,1,122,0,47.8,19.91
100.5,0,6.5,2,23,0,25.9,0.0
17.8,3,7.3,4,88,2,161.42,92.22
94.4,1,7.0,3,54,2,48.61,10.45
93.9,3,6.7,3,31,0,144.93,57.77
69.9,4,8.0,7,60,0,260.03,76.26
8.1,1,5.8,5,35,1,37.29,76.11
56.8,4,7.7,1,41,1,325.37,79.98
139.7,1,4.4,5,46,2,27.65,1.86
55.6,6,5.3,5,84,1,798.44,91.9
19.8,0,4.2,2,39,1,18.79,34.53
33.8,2,6.1,6,65,2,66.08,65.6
50.3,1,6.4,6,86,0,43.48,29.0
34.8,1,6.6,6,59,0,40.68,42.72
6.6,2,6.6,6,70,2,66.91,95.58
18.5,2,5.3,1,56,3,79.92,80.28
78.3,0,6.3,9,76,1,18.89,0.0
95.4,0,4.6,7,26,1,13.66,1.86
7.6,2,8.3,8,116,0,87.37,87.6
146.6,2,6.1,1,38,1,86.62,23.33
19.6,6,5.9,9,54,1,608.03,93.95
52.6,3,8.6,7,16,0,128.3,76.76
67.4,5,4.9,7,42,0,291.28,84.48
80.7,2,5.0,2,66,1,87.06,36.79
140.4,0,5.1,7,125,0,25.1,0.44
18.5,0,6.4,9,78,0,20.5,43.2
94.4,3,7.1,6,44,0,145.77,55.07
7.3,2,7.5,5,21,0,80.2,92.85
59.1,0,9.8,9,109,0,25.36,14.1
65.5,1,3.6,5,43,3,25.15,6.96
54.9,5,7.3,6,66,1,462.8,87.53
14.5,1,5.8,5,44,2,36.68,66.13
99.6,1,5.7,9,71,2,32.25,7.56
9.4,1,5.7,2,107,1,53.33,85.12
3.1,0,5.3,5,84,0,25.35,89.51
61.2,1,8.7,6,49,1,42.21,26.24
31.5,1,7.6,7,111,1,46.64,43.71
91.3,0,6.5,6,139,2,23.89,3.28
23.7,3,8.3,8,95,1,138.82,85.07
9.3,1,4.5,9,45,0,25.46,75.24
87.4,3,4.8,2,88,0,133.93,46.72
38.7,4,3.7,5,94,1,189.25,86.96
10.6,0,5.6,1,49,2,26.43,67.22
61.7,2,6.7,4,139,1,89.97,52.08
34.9,1,6.6,5,104,1,44.28,51.33
45.0,4,6.7,8,51,3,171.56,78.89
30.2,0,4.7,7,45,2,13.81,12.63
85.2,2,7.5,2,93,0,115.44,48.65
85.4,2,6.8,2,159,0,109.88,44.28
59.8,0,7.5,6,27,0,23.87,8.06
5.8,0,4.0,5,72,0,18.47,70.54
88.1,2,6.9,4,87,0,87.52,36.39
53.9,3,5.0,8,106,0,133.72,58.65
57.8,1,6.0,8,88,0,39.58,24.72
22.1,2,7.2,5,43,0,85.18,76.72
102.0,1,6.6,8,25,3,27.43,1.25
62.5,2,5.4,4,48,0,79.4,46.28
6.2,0,6.5,7,86,1,21.26,69.69
25.6,4,4.5,5,41,1,165.78,92.44
104.9,0,8.0,2,115,3,30.53,2.86
2.8,1,6.2,8,53,0,36.29,92.06
156.7,0,8.0,5,39,1,24.09,0.0
55.1,0,5.8,7,77,3,18.31,5.02
48.4,1,5.8,4,50,3,36.13,31.05
15.6,0,5.5,1,44,2,26.08,58.61
14.2,3,7.6,2,149,0,227.45,96.94
137.2,0,5.6,5,41,0,22.74,2.15
17.5,1,7.3,6,47,2,40.31,63.53
72.2,1,6.0,4,77,3,38.68,10.39
24.5,0,3.9,6,114,1,17.89,24.73
7.7,0,5.8,6,73,1,21.67,69.27
1.0,1,5.0,6,60,0,40.78,100.0
38.2,1,6.5,5,158,2,45.36,44.16
179.1,1,5.0,8,46,0,35.63,6.3
22.6,1,7.7,5,46,0,47.7,66.46
21.7,2,6.4,5,41,1,68.22,71.16
20.7,0,6.3,3,71,1,25.54,38.18
35.8,1,7.4,4,34,0,48.87,52.91
28.4,6,7.8,1,29,0,1102.04,100.0
102.2,1,6.5,6,47,2,35.05,0.63
34.3,2,5.5,3,21,0,78.31,69.81
34.5,1,4.2,4,66,1,32.08,35.45
7.6,3,5.6,7,71,0,129.13,94.85
195.3,3,5.7,4,78,1,142.74,31.11
14.3,1,6.6,3,90,1,48.13,79.0
4.2,6,6.1,3,48,0,884.69,100.0
52.7,0,7.4,7,107,0,27.73,16.61
43.9,0,5.7,2,102,0,31.64,27.12
26.2,3,6.4,5,31,0,129.08,80.23
26.8,3,8.0,5,56,3,129.25,81.08
74.3,0,6.9,6,12,0,19.89,0.0
11.0,0,6.4,6,108,2,22.6,60.29
82.9,0,5.7,7,89,0,23.13,1.49
50.7,0,5.7,1,121,2,31.4,17.68
26.6,3,5.4,4,22,2,118.38,80.35
29.9,1,5.8,4,75,1,43.74,49.34
14.7,1,7.5,3,42,1,49.07,75.87
67.4,1,6.2,4,16,1,37.42,10.83
35.0,0,4.7,4,96,0,20.69,18.03
19.1,0,8.8,5,27,3,20.51,39.87
44.0,2,6.9,6,69,2,66.74,50.64
262.4,6,4.7,4,42,3,501.35,58.65
27.9,3,5.9,6,63,0,133.14,75.55
122.2,0,6.6,4,91,2,24.24,1.89
20.8,4,8.7,4,63,3,250.54,94.3
3.2,3,5.1,5,34,0,130.14,99.3
11.5,3,7.8,1,151,0,243.38,99.02
26.5,1,8.3,2,48,2,50.99,60.18
12.4,1,5.7,5,38,1,37.6,73.58
0.5,1,6.1,9,55,2,30.97,98.94
118.8,0,5.2,6,23,0,20.52,2.71
89.6,0,6.2,2,40,2,24.12,0.0
65.6,0,6.5,7,50,0,20.99,1.27
9.3,1,7.4,7,66,0,45.27,86.98
6.7,3,7.9,6,59,0,151.56,87.06
3.9,1,5.5,7,75,2,35.78,89.18
62.3,0,3.9,5,56,2,15.77,6.03
127.3,5,6.5,3,101,1,518.34,77.9
27.5,5,6.9,5,82,1,441.45,92.54
6.6,3,6.8,5,72,3,117.01,94.97
35.0,7,6.1,5,110,1,1526.72,96.5
21.1,1,6.7,5,110,2,43.09,61.39
23.0,6,8.5,9,61,1,711.88,94.43
47.1,0,7.0,8,47,1,21.14,14.65
61.4,1,6.0,8,65,1,34.65,21.98
6.1,0,5.8,7,53,0,21.16,74.48
2.2,0,6.3,9,46,2,16.81,82.88
248.8,0,8.6,2,63,1,30.67,0.0
13.2,2,6.3,4,70,0,83.98,84.81
3.2,3,6.5,5,79,3,119.03,99.12
10.6,2,5.9,7,119,1,74.31,83.18
2.4,0,7.9,5,67,1,25.9,88.46
24.4,3,9.0,7,57,3,116.81,82.94
78.3,2,7.1,3,95,2,96.77,47.81
20.5,1,6.6,4,36,0,42.72,59.71
28.7,2,6.5,7,21,3,51.23,52.44
54.5,0,3.4,3,74,2,18.52,16.77
34.6,1,7.5,4,48,0,50.73,53.3
95.4,4,6.7,4,50,0,258.61,68.21
97.0,0,7.1,4,35,2,24.2,4.86
1.0,1,5.6,6,105,2,40.4,97.12
72.8,4,6.0,4,21,1,221.33,75.01
30.1,2,6.0,5,78,3,65.97,63.92
216.3,0,7.8,2,57,2,29.0,0.38
32.2,0,6.0,7,123,0,24.99,27.17
208.6,0,9.2,4,95,0,31.66,0.0
67.9,2,7.1,6,30,0,77.98,48.65
14.2,1,4.8,6,82,2,28.71,57.68
37.6,0,6.3,3,73,0,27.72,20.99
233.1,5,5.7,8,55,1,354.58,51.07
94.0,1,3.6,6,78,2,28.43,0.3
5.4,0,8.6,5,40,3,21.25,77.38
59.3,1,7.4,3,60,0,55.54,36.79
20.9,2,7.2,9,58,2,64.61,75.84
0.8,0,6.7,7,36,0,20.22,98.97
25.3,0,4.7,3,48,2,17.34,22.18
13.3,3,5.9,4,43,0,141.05,91.17
82.5,1,7.6,7,70,1,42.33,15.67
20.3,1,5.1,6,108,2,40.67,54.56
84.9,1,3.2,7,26,0,26.56,6.09
0.5,0,6.2,5,71,0,24.56,92.88
18.2,0,6.3,6,43,2,19.27,46.03
13.7,1,6.7,4,92,2,43.73,71.69
13.3,0,7.4,3,71,2,28.19,61.74
3.9,0,7.3,6,22,2,20.92,80.3
10.4,3,6.8,9,63,1,106.68,88.51
39.4,6,8.1,4,53,0,971.1,100.0
17.0,3,4.5,5,27,0,95.75,87.02
26.4,4,7.2,6,43,0,261.69,84.98
23.2,0,7.3,5,62,3,22.5,40.93
100.7,6,4.9,7,44,1,488.05,85.53
113.6,0,4.5,7,98,1,16.4,0.0
33.1,5,5.5,2,53,1,491.22,94.56
19.7,7,5.6,10,41,3,890.83,97.76
5.9,2,7.5,7,64,0,81.07,99.88
147.7,6,5.7,8,68,1,659.61,77.15
3.5,2,5.4,6,92,1,73.5,95.86
17.5,0,5.7,8,59,2,18.2,36.73
17.5,1,8.0,2,67,0,60.22,69.77
19.0,2,6.5,4,48,3,64.7,82.22
9.1,0,6.3,8,124,3,19.45,58.49
73.9,2,6.4,3,71,1,82.74,41.71
6.8,6,8.2,2,62,2,998.89,93.23
48.9,0,5.5,7,44,3,16.84,4.08
6.8,3,8.2,7,99,2,141.14,96.77
4.0,4,6.8,3,20,0,253.0,95.54
115.8,5,6.3,8,64,1,362.8,74.73
10.6,6,9.8,6,40,2,747.65,97.65
83.1,1,5.1,5,88,1,42.66,18.32
38.3,6,6.0,7,68,2,664.44,99.16
4.4,3,4.9,5,63,3,85.81,92.95
149.8,0,7.7,3,32,3,23.35,0.43
14.1,1,8.7,4,55,1,47.83,75.11
94.8,2,8.7,5,70,0,91.3,37.57
9.4,0,8.1,5,92,3,24.21,67.88
92.8,2,6.2,7,75,2,64.4,24.33
1.1,2,6.0,7,88,0,74.75,97.69
34.9,0,4.3,6,24,3,12.58,6.64
70.9,2,9.1,7,62,3,65.73,38.55
131.6,3,7.1,3,94,1,181.01,50.6
115.7,1,5.9,2,13,1,41.95,8.8
82.7,0,8.2,8,51,1,21.36,4.61
105.7,0,5.2,2,70,0,29.31,2.18
11.2,1,7.0,3,101,0,61.33,84.42
16.5,5,6.3,6,61,2,381.5,91.97
16.9,0,7.3,5,57,0,27.27,58.25
23.2,2,6.4,8,67,0,67.69,61.24
24.5,0,4.6,4,71,1,18.04,25.42
38.3,1,6.6,1,35,1,47.74,48.82
8.9,3,7.9,4,44,3,132.52,88.73
56.9,2,6.5,5,18,0,69.15,45.32
9.3,0,7.5,4,40,0,27.59,69.0
18.3,1,5.1,5,30,2,35.32,58.27
34.1,0,6.5,8,35,1,17.8,18.03
76.9,1,5.7,8,158,0,43.84,18.0
65.1,2,7.5,4,98,1,95.63,43.5
50.3,0,6.5,5,31,0,22.13,6.89
8.6,0,7.4,5,26,0,25.1,74.41
38.5,1,7.9,9,41,1,35.76,35.65
4.9,4,7.4,10,26,1,191.62,100.0
23.2,7,6.9,3,66,3,1358.79,100.0
26.1,0,5.2,6,65,1,21.24,28.07
2.5,3,6.5,4,34,1,127.47,100.0
15.9,1,5.8,1,82,2,51.67,73.6
150.1,1,6.1,1,82,0,58.13,4.19
147.9,3,6.0,5,39,2,117.26,26.11
21.3,4,5.2,5,34,0,234.26,83.41
2.6,5,4.0,1,46,3,340.61,100.0
10.0,2,5.6,6,77,0,76.58,93.34
24.4,1,6.8,4,151,1,49.98,57.82
142.2,3,4.7,5,76,0,108.77,26.26
7.8,0,6.5,4,29,3,18.97,66.63
69.7,2,9.0,3,68,1,94.44,44.45
6.0,1,7.8,5,61,1,45.92,81.61
191.4,2,8.6,3,59,0,99.71,13.93
23.6,0,7.0,5,26,2,22.31,33.6
72.1,0,8.0,3,68,0,31.48,8.76
20.6,4,5.6,5,56,3,202.31,91.1
47.9,0,5.7,3,28,0,24.65,19.32
10.7,1,2.9,6,131,0,26.48,65.7
8.1,0,8.0,7,27,0,22.69,70.58
134.0,0,8.5,2,73,1,31.44,3.95
120.3,0,5.8,5,53,1,21.73,2.33
105.4,0,6.2,2,47,0,27.64,0.06
47.6,4,5.5,6,107,2,236.67,82.12
79.8,0,7.0,4,92,1,29.11,8.36
3.9,5,8.0,5,53,1,472.22,95.23
20.1,2,4.2,5,36,1,50.48,71.58
18.6,1,7.0,8,44,1,37.74,66.1
49.0,2,6.1,5,49,1,69.68,46.97
21.6,1,6.6,6,92,0,44.1,61.95
8.2,3,7.1,5,70,0,164.33,97.38
44.1,0,6.3,9,94,3,17.36,5.97
81.3,1,6.4,7,25,3,28.78,7.62
23.6,4,6.2,4,98,1,269.43,92.18
7.3,5,7.8,7,115,0,533.49,93.5
11.0,4,7.0,5,37,2,241.42,97.15
13.5,1,6.8,7,86,1,38.27,66.43
17.6,3,4.8,7,110,0,106.19,88.01
49.9,1,6.0,3,41,0,45.96,31.42
44.6,1,7.7,6,30,2,38.51,30.84
57.7,0,6.5,4,65,2,22.75,12.72
22.1,2,7.4,4,18,0,84.13,78.63
83.9,0,8.8,4,98,0,31.88,3.42
11.5,1,7.9,6,34,0,43.8,73.36
30.9,4,6.6,3,50,2,243.99,86.01
78.0,0,5.8,1,82,0,32.3,10.32
10.0,0,3.2,6,76,0,17.68,58.06
6.1,0,6.3,3,81,2,25.12,75.49
103.8,5,6.1,2,37,0,508.54,77.45
20.7,1,7.0,3,68,2,50.37,67.29
55.8,1,6.3,4,89,0,48.85,31.28
1.7,3,6.1,5,41,0,132.62,100.0
56.7,3,4.2,1,136,0,158.72,70.09
18.7,1,5.3,9,51,2,30.65,60.68
3.3,2,7.1,6,17,3,61.26,90.66
45.7,3,8.7,4,51,2,147.25,67.81
13.7,2,6.4,4,110,1,85.47,81.27
24.0,0,6.9,5,33,2,19.78,33.89
4.5,4,7.7,6,31,0,253.34,100.0
8.1,1,5.4,3,70,0,49.52,82.17
17.5,0,7.0,3,30,3,23.22,45.46
5.0,1,5.5,8,29,0,34.04,82.25
116.5,0,7.6,4,35,0,27.22,0.0
0.8,0,6.7,4,125,0,29.45,99.83
32.2,3,6.9,8,75,0,124.28,77.96
6.8,0,5.5,6,59,0,22.6,74.05
18.1,1,7.4,4,37,1,45.62,62.35
125.5,1,9.2,6,89,1,46.63,12.52
9.0,0,5.2,1,79,3,26.13,69.1
162.6,6,6.1,7,129,2,765.43,82.73
11.6,0,6.8,5,33,0,22.25,54.29
65.4,1,7.5,7,30,0,41.19,19.77
38.5,1,5.8,9,17,1,29.1,27.66
104.1,0,2.8,8,76,1,10.88,1.15
39.3,0,8.3,8,65,0,23.91,19.86
37.2,2,7.5,5,46,2,76.32,63.15
10.9,6,4.2,4,17,1,531.77,94.01
9.2,0,5.7,5,116,1,25.28,70.18
119.7,2,8.5,6,63,1,78.76,22.27
19.6,3,8.4,8,104,0,153.07,88.79
22.8,3,7.7,3,110,3,165.26,87.37
69.0,1,6.3,8,74,2,34.01,8.69
20.4,1,6.6,7,80,0,40.74,56.0
146.3,1,6.3,9,40,3,27.29,0.0
64.8,2,8.0,8,61,1,71.0,43.01
44.2,3,5.4,4,95,3,130.81,74.22
102.6,0,5.5,2,35,2,23.79,4.29
2.9,1,7.8,2,92,1,59.24,96.3
14.8,4,6.4,4,89,0,284.92,87.47
30.5,3,8.3,6,88,0,162.77,79.32
12.9,6,5.6,7,58,1,674.88,98.7
65.9,3,6.4,8,37,2,100.19,52.28
121.3,1,5.3,6,136,0,48.38,7.37
27.0,2,6.5,1,113,0,112.45,79.95
20.6,2,4.6,3,59,2,57.8,70.06
156.9,0,5.9,2,65,3,23.59,0.55
28.7,1,4.6,4,49,1,30.71,37.04
32.7,2,7.4,5,18,0,79.53,69.72
21.3,0,7.4,1,54,0,34.64,52.56
115.8,3,4.3,4,75,0,114.78,31.81
40.9,2,8.2,3,41,3,77.52,56.3
69.4,5,9.7,6,48,0,477.3,85.25
80.7,0,6.6,5,48,1,21.45,5.8
20.6,0,5.7,5,61,0,23.96,42.17
27.8,2,10.0,5,50,1,80.34,70.1
91.1,0,4.8,9,34,2,12.21,0.0
22.2,2,6.5,3,61,2,77.47,77.83
76.3,3,6.7,5,73,0,143.96,56.58
136.3,0,8.2,7,64,0,25.02,0.08
47.4,1,7.0,5,17,0,44.06,39.28
65.5,1,5.9,8,80,3,31.64,14.4
79.0,1,5.3,4,28,3,34.06,4.13
90.0,5,6.1,5,72,1,430.82,74.95
24.6,3,5.2,2,74,2,153.46,84.96
3.0,2,6.6,6,22,2,58.95,90.79
25.2,2,5.8,4,90,0,88.15,77.4
54.3,1,4.6,3,135,3,35.01,21.36
29.2,5,8.1,5,49,1,467.33,94.52
66.8,2,5.9,5,72,1,73.87,38.01
21.7,2,4.9,2,44,1,61.7,76.44
48.8,4,6.3,6,28,0,218.48,89.93
10.4,0,6.6,6,95,0,24.67,64.63
66.9,3,4.2,3,73,2,107.76,54.99
38.4,0,6.9,5,38,0,22.56,18.57
11.5,1,5.1,6,29,2,33.39,69.96
17.1,1,8.7,5,139,0,58.68,71.81
66.8,6,7.2,4,25,1,834.0,88.51
32.1,4,6.0,4,78,0,277.49,85.1
12.2,2,5.5,6,63,1,68.49,85.1
164.6,2,6.4,9,85,2,60.05,4.63
60.8,2,7.3,6,120,0,97.29,44.51
151.7,5,6.5,2,9,1,435.27,72.13
27.2,1,6.2,5,31,1,36.89,47.7
31.4,1,6.6,8,53,2,32.26,42.49
110.1,0,5.7,2,125,3,27.14,3.04
36.2,3,6.1,10,45,2,93.56,62.74
59.5,3,3.8,9,40,0,81.4,40.34
14.4,1,7.8,2,13,0,52.1,73.33
28.9,0,6.9,9,38,0,18.51,18.8
6.8,3,5.5,4,77,1,142.4,98.64
11.6,0,9.0,7,54,0,24.39,62.12
0.5,2,6.6,5,37,1,67.49,100.0
2.4,6,5.2,5,140,1,892.82,95.09
182.2,1,7.6,6,48,0,45.47,5.2
13.8,0,7.0,7,61,2,22.07,56.04
52.8,2,7.0,1,36,0,107.01,53.99
88.2,3,5.9,6,28,0,121.38,52.98
38.9,1,7.1,3,82,2,52.13,47.74
8.5,6,6.2,4,19,1,713.08,100.0
63.0,0,7.2,4,74,2,26.76,6.47
44.5,1,4.0,5,7,1,25.84,22.34
63.6,2,5.9,4,68,0,83.56,42.57
71.0,4,8.7,2,30,2,283.34,80.75
178.4,0,5.5,3,34,2,22.27,2.91
41.4,3,5.7,1,49,2,154.12,73.03
20.6,2,5.9,5,27,0,70.92,81.73
50.7,1,4.9,9,16,1,21.77,10.55
3.9,0,3.6,2,51,1,19.4,84.07
109.8,4,6.2,9,85,0,218.9,55.21
6.6,0,6.7,7,65,3,17.77,76.39
19.6,1,6.4,6,101,0,45.03,60.42
81.7,0,6.3,6,18,3,16.49,4.29
44.2,4,6.6,7,45,1,201.38,76.81
24.5,2,7.8,2,58,0,105.96,77.19
31.3,3,6.3,5,34,1,120.5,79.89
93.0,0,5.8,6,60,3,18.46,4.25
20.4,2,6.1,6,98,2,71.55,70.74
98.3,2,7.3,7,75,2,74.06,30.33
4.9,3,8.3,2,105,2,189.91,100.0
72.5,4,5.7,6,67,2,215.17,68.11
90.8,0,6.6,5,54,2,20.92,6.9
10.1,2,6.9,4,121,0,94.6,84.77
27.5,0,5.2,4,61,1,23.46,28.79
9.2,1,6.5,6,135,0,48.38,84.36
59.4,0,4.6,8,91,3,13.53,0.0
37.3,1,4.2,5,38,3,24.81,23.17
48.9,1,7.0,7,51,0,43.57,33.39
11.0,2,6.0,5,120,2,79.32,86.4
11.9,1,6.8,2,101,3,46.29,80.25
2.5,3,6.5,2,84,0,176.88,97.8
19.2,1,5.2,2,79,1,49.94,68.89
39.9,0,6.4,4,25,3,18.76,15.94
94.2,3,4.9,4,29,0,101.85,42.42
53.3,0,8.3,6,65,2,23.45,13.06
27.9,1,4.7,7,34,0,27.16,31.77
147.4,2,6.2,2,49,3,73.35,15.24
61.5,1,5.1,3,47,3,38.05,16.79
128.3,0,7.2,4,77,3,24.71,0.0
36.5,1,6.1,5,66,1,40.43,40.29
14.9,5,5.8,3,97,3,451.94,93.59
3.1,2,7.6,3,67,2,90.44,99.4
62.7,2,6.5,9,64,0,64.17,40.49
6.7,2,7.2,7,57,2,70.79,84.31
17.8,0,5.2,3,105,0,29.9,52.24
37.0,1,4.7,5,57,1,29.64,23.59
40.4,3,6.6,4,38,0,139.17,73.19
44.6,0,6.1,7,81,0,22.69,15.6
9.2,0,7.3,5,53,0,26.99,70.27
23.4,0,6.4,2,91,2,27.41,40.52
46.6,1,6.8,7,110,0,43.7,38.98
168.5,6,4.4,4,51,2,560.04,65.95
62.9,0,9.0,4,108,0,32.62,18.87
123.3,1,6.3,4,92,0,49.2,6.25
69.4,0,7.4,5,42,1,24.28,5.46
43.5,6,5.4,4,35,2,715.64,92.26
10.7,0,6.9,3,33,0,24.99,70.57
53.2,1,4.8,4,28,2,27.87,10.51
47.4,3,7.1,1,103,3,185.42,77.48
44.8,2,6.0,7,51,2,60.61,49.6
32.8,1,6.5,3,130,0,56.89,50.54
36.6,1,7.4,1,39,0,59.93,51.08
20.0,1,4.9,6,43,3,23.84,42.71
35.7,0,5.6,7,75,0,22.36,17.16
11.1,0,7.1,7,126,3,23.57,59.59
79.0,1,9.2,5,42,1,43.7,15.18
10.4,0,6.3,3,87,3,23.36,66.34
4.8,0,7.3,7,57,2,21.85,79.08
28.0,2,6.4,6,76,3,62.24,67.55
52.0,6,9.0,3,36,1,912.39,90.97
28.1,2,4.2,8,82,2,46.82,50.49
16.1,0,6.6,2,49,1,25.73,60.23
39.7,0,4.4,10,44,1,12.5,1.87
21.0,5,3.2,8,56,2,255.95,87.53
130.2,0,6.9,6,78,3,19.31,0.0
123.3,0,6.7,9,52,3,15.65,3.8
34.0,2,6.1,6,44,2,62.6,56.9
19.6,2,6.4,3,53,1,79.06,77.15
64.6,2,10.0,5,52,1,80.76,44.38
2.3,0,6.2,2,75,2,26.38,95.2
31.4,0,7.2,4,46,0,28.03,32.0
20.2,6,5.7,7,45,0,704.66,100.0
122.1,0,6.9,4,36,1,21.98,0.85
1.1,2,6.2,4,77,0,85.44,100.0
39.1,2,6.0,6,62,0,73.78,61.68
65.3,2,8.9,8,104,0,85.04,46.27
32.4,1,8.0,1,97,0,69.27,60.59
4.8,0,6.7,4,65,0,25.6,84.06
172.9,2,3.5,3,54,3,52.31,5.45
35.5,4,6.0,6,57,1,218.54,83.0
46.2,5,10.0,2,40,1,545.89,92.47
13.5,0,6.2,6,36,2,18.91,53.3
32.2,0,7.9,4,33,0,27.07,37.69
27.4,5,8.4,3,52,3,465.38,97.27
4.2,3,6.8,9,10,2,88.72,100.0
5.9,4,5.4,1,124,0,373.32,96.23
87.7,0,3.3,5,143,1,19.69,3.62
13.7,2,7.4,1,31,3,86.01,89.96
10.9,2,5.4,5,141,3,74.84,83.31
34.2,2,6.7,5,31,1,66.4,58.05
70.8,1,4.9,4,57,2,30.1,15.6
3.6,0,6.2,3,70,0,27.51,84.32
41.8,2,6.5,4,60,3,66.73,48.76
6.6,0,6.8,6,42,0,21.62,79.04
2.3,1,5.1,7,41,3,30.06,96.82
3.1,5,8.1,5,87,2,493.23,100.0
86.7,1,5.7,6,106,2,40.49,11.59
6.5,3,4.3,3,19,1,97.33,92.01
2.7,0,6.4,4,65,0,25.6,90.98
28.2,2,6.5,3,78,0,90.91,78.86
89.7,6,6.7,3,63,0,919.49,91.54
15.1,0,8.3,3,24,0,28.03,65.93
26.8,0,6.2,5,75,2,22.05,26.52
2.5,1,6.3,5,98,1,43.67,94.37
29.1,0,5.1,9,36,0,18.41,19.28
41.9,3,7.6,3,42,3,139.91,70.32
41.1,4,6.7,6,64,3,195.76,80.53
19.9,1,6.0,7,55,3,31.19,54.29
18.7,0,4.0,5,42,3,13.93,27.97
5.9,1,8.4,4,28,0,48.07,96.05
22.4,2,4.9,4,44,1,54.56,67.95
5.5,0,5.7,1,14,2,24.01,83.55
70.3,2,7.0,4,79,2,87.76,45.12
163.2,2,4.9,7,38,0,49.41,9.55
168.9,2,4.6,1,86,2,70.43,17.48
96.6,0,3.7,3,50,0,19.61,2.58
44.6,2,7.4,6,62,0,84.85,55.64
58.4,0,5.8,7,21,1,17.97,1.95
16.6,0,10.0,5,82,1,26.87,54.9
48.3,4,5.2,6,180,1,261.27,84.72
29.7,3,5.3,4,46,0,142.17,83.59
32.1,0,5.8,3,61,3,21.92,24.73
68.6,0,6.8,4,65,0,25.6,6.88
16.4,0,5.9,5,26,0,21.83,44.95
18.9,0,7.3,9,30,3,16.97,34.24
124.6,0,5.2,2,76,3,24.24,7.08
3.3,0,4.7,5,36,3,13.71,82.18
32.4,1,4.2,4,50,2,29.56,35.29
117.6,3,3.6,5,62,2,93.38,31.99
45.7,2,5.8,1,77,1,95.72,60.74
38.4,2,6.1,4,52,0,80.23,60.19
14.3,0,5.7,7,52,1,19.54,45.48
20.7,5,8.1,5,170,1,570.41,96.0
92.2,3,8.1,5,93,0,173.7,57.34
39.8,3,6.1,4,47,2,126.71,77.27
35.2,3,4.2,4,53,1,100.55,68.8
5.5,5,5.8,4,137,0,566.68,96.22
1.3,1,5.7,7,78,0,40.54,100.0
159.6,0,5.6,9,100,2,19.2,0.0
23.2,2,5.6,5,46,0,74.66,73.83
44.9,3,5.7,4,43,3,114.93,69.24
4.5,3,6.0,7,120,1,134.05,92.72
55.7,1,5.7,5,55,1,39.32,28.58
129.9,0,6.8,5,55,1,21.84,2.49
41.6,1,7.0,3,45,2,47.48,47.1
7.0,5,5.3,7,97,0,445.28,96.06
42.3,2,8.2,5,63,2,79.74,59.18
70.3,1,5.2,7,29,1,33.07,12.07
25.5,0,4.4,7,42,0,15.42,20.05
102.2,1,7.0,3,108,3,50.77,8.27
50.7,4,5.4,6,64,2,213.56,79.25
110.7,2,6.9,7,98,2,68.03,14.65
47.4,3,3.4,4,71,3,92.61,61.19
7.3,1,8.3,3,32,3,42.03,76.61
18.3,2,7.4,1,75,2,105.16,77.55
11.3,0,4.5,5,56,2,15.77,51.7
115.5,2,4.6,4,42,2,52.1,8.98
69.1,1,8.7,5,45,2,42.29,16.06
54.7,1,5.5,3,97,2,46.97,35.65
17.7,2,5.4,8,65,2,59.87,75.55
10.3,5,3.6,4,63,0,360.96,100.0
68.3,0,6.0,3,126,3,25.53,6.31
31.4,3,6.2,5,38,3,107.2,83.99
12.8,0,7.4,5,54,0,27.06,60.2
